,1471637,KENZO,2021春夏,女装（新）-连衣裙-及膝裙,FB52RO0349SA,FB52RO0349SA 49,绿色,38,"¥7,900",4,754 ,9.55%
,1471638,KENZO,2021春夏,女装（新）-连衣裙-及膝裙,FB52RO0349SA,FB52RO0349SA 49,绿色,40,"¥7,900",2,755 ,9.56%
,1471640,KENZO,2021春夏,女装（新）-上装-衬衫-衬衫,FB52TO1899SA,FB52TO1899SA 41,黄色,38,"¥2,900",2,274 ,9.44%
,1471641,KENZO,2021春夏,女装（新）-上装-衬衫-衬衫,FB52TO1899SA,FB52TO1899SA 41,黄色,40,"¥2,900",2,274 ,9.44%
,1472619,ACLER,2021春夏,女装（新）-裤子-短裤,AD201064P,AD201064P NATURAL,米白色,2,"¥1,850",1,216 ,11.65%
,1472623,ACLER,2021春夏,女装（新）-半裙-迷你半裙,AL201011S,AL201011S BISCUIT,浅褐色,4,"¥2,650",3,308 ,11.64%
,1472624,ACLER,2021春夏,女装（新）-半裙-迷你半裙,AL201011S,AL201011S BISCUIT,浅褐色,6,"¥2,650",3,308 ,11.63%
,1472625,ACLER,2021春夏,女装（新）-连衣裙-迷你裙,AL201012D,AL201012D BISCUIT,浅棕色,2,"¥3,763",4,438 ,11.64%
,1472626,ACLER,2021春夏,女装（新）-连衣裙-迷你裙,AL201012D,AL201012D BISCUIT,浅棕色,4,"¥3,763",9,438 ,11.64%
,1472643,Significant Other,2021春夏,女装（新）-上装-针织衫-针织衫,SC20101111T,SC20101111T CREAM,米黄色,2,"¥1,288",1,153 ,11.87%
,1472646,Significant Other,2021春夏,女装（新）-连衣裙-中长裙,SL201018D,SL201018D IVORY,象牙白色,2,"¥2,850",1,339 ,11.88%
,1472648,Significant Other,2021春夏,女装（新）-上装-女衫,SL201021T,SL201021T IVORY,象牙白色,2,"¥1,525",2,181 ,11.88%
,1472662,Significant Other,2021春夏,女装（新）-半裙-迷你半裙,SL201094S,SL201094S CREAM,米黄色,4,"¥1,725",2,205 ,11.89%
,1472663,Significant Other,2021春夏,女装（新）-半裙-迷你半裙,SL201094S,SL201094S CREAM,米黄色,6,"¥1,725",2,205 ,11.89%
,1472676,Significant Other,2021春夏,女装（新）-上装-女衫,SD2010102T,SD2010102T MANDERIN SHELL,橘色,2,"¥1,425",1,169 ,11.88%
,1472682,Significant Other,2021春夏,女装（新）-半裙-迷你半裙,SD2010103S,SD2010103S MANDERIN SHELL,橘色,4,"¥1,425",1,169 ,11.88%
,1472683,Significant Other,2021春夏,女装（新）-半裙-迷你半裙,SD2010103S,SD2010103S MANDERIN SHELL,橘色,6,"¥1,425",1,169 ,11.88%
,1472687,Significant Other,2021春夏,女装（新）-裤子-连体裤-连体裤,SS201033P-PRT,SS201033P-PRT SUNSET PALM,暗橘色,2,"¥2,388",2,284 ,11.89%
,1472688,Significant Other,2021春夏,女装（新）-裤子-连体裤-连体裤,SS201033P-PRT,SS201033P-PRT SUNSET PALM,暗橘色,4,"¥2,388",3,284 ,11.89%
,1472692,Significant Other,2021春夏,女装（新）-半裙-迷你半裙,SL201094S,SL201094S LILAC,淡紫色,4,"¥1,725",1,205 ,11.89%
,1473110,MSGM,2021春夏,女装（新）-上装-T恤-T恤,3042MDM220 217489,3042MDM220 217489 72,紫色/黄色,XS,"¥3,800",6,376 ,9.89%
,1473111,MSGM,2021春夏,女装（新）-上装-T恤-T恤,3042MDM220 217489,3042MDM220 217489 72,紫色/黄色,S,"¥3,800",6,376 ,9.89%
,1473112,MSGM,2021春夏,女装（新）-上装-T恤-T恤,3042MDM220 217489,3042MDM220 217489 72,紫色/黄色,M,"¥3,800",2,375 ,9.88%
,1473113,MSGM,2021春夏,女装（新）-上装-T恤-T恤,3042MDM220 217489,3042MDM220 217489 10,橙色/粉色,XS,"¥3,800",4,376 ,9.89%
,1473114,MSGM,2021春夏,女装（新）-上装-T恤-T恤,3042MDM220 217489,3042MDM220 217489 10,橙色/粉色,S,"¥3,800",4,376 ,9.89%
,1473115,MSGM,2021春夏,女装（新）-上装-T恤-T恤,3042MDM220 217489,3042MDM220 217489 10,橙色/粉色,M,"¥3,800",1,375 ,9.88%
,1473138,MSGM,2021春夏,女装（新）-上装-吊带背心-背心/吊带,3042MDT105 217312,3042MDT105 217312 06,黄色,36,"¥2,600",1,253 ,9.74%
,1473140,MSGM,2021春夏,女装（新）-上装-吊带背心-背心/吊带,3042MDT105 217312,3042MDT105 217312 72,紫色,36,"¥2,600",1,253 ,9.74%
,1473199,SUNCOO,2021春夏,女装（新）-连衣裙-及膝裙,S21C03081,S21C03081 47,紫红色,T0,"¥1,480",7,153 ,10.37%
,1473246,SUNCOO,2021春夏,女装（新）-连衣裙-迷你裙,S21C03359,S21C03359 07,蓝色,T0,"¥1,160",13,120 ,10.34%
,1474972,ACLER,2021春夏,女装（新）-半裙-迷你半裙,AL201011S,AL201011S SORBET PINK,裸粉色,2,"¥2,650",3,332 ,12.53%
,1474973,ACLER,2021春夏,女装（新）-半裙-迷你半裙,AL201011S,AL201011S SORBET PINK,裸粉色,4,"¥2,650",4,332 ,12.54%
,1474974,ACLER,2021春夏,女装（新）-半裙-迷你半裙,AL201011S,AL201011S SORBET PINK,裸粉色,6,"¥2,650",4,332 ,12.53%
,1474975,ACLER,2021春夏,女装（新）-连衣裙-迷你裙,AL201012D,AL201012D SORBET PINK,浅粉色,2,"¥3,763",7,472 ,12.53%
,1474976,ACLER,2021春夏,女装（新）-连衣裙-迷你裙,AL201012D,AL201012D SORBET PINK,浅粉色,4,"¥3,763",13,472 ,12.53%
,1474977,ACLER,2021春夏,女装（新）-连衣裙-迷你裙,AL201012D,AL201012D SORBET PINK,浅粉色,6,"¥3,763",4,472 ,12.53%
,1475027,C/MEO,2021春夏,女装（新）-连衣裙-迷你裙,102101117-5,102101117-5 821,米黄/橙色,XS,"¥1,680",5,169 ,10.08%
,1475028,C/MEO,2021春夏,女装（新）-连衣裙-迷你裙,102101117-5,102101117-5 821,米黄/橙色,S,"¥1,680",5,169 ,10.08%
,1475033,C/MEO,2021春夏,女装（新）-裤子-连体裤-连体裤,102101142-5,102101142-5 821,多色,XXS,"¥1,580",6,159 ,10.08%
,1475034,C/MEO,2021春夏,女装（新）-裤子-连体裤-连体裤,102101142-5,102101142-5 821,多色,XS,"¥1,580",11,159 ,10.08%
,1475035,C/MEO,2021春夏,女装（新）-裤子-连体裤-连体裤,102101142-5,102101142-5 821,多色,S,"¥1,580",4,159 ,10.08%
,1475036,C/MEO,2021春夏,女装（新）-裤子-连体裤-连体裤,102101142-5,102101142-5 821,多色,M,"¥1,580",1,159 ,10.08%
,1475579,STELLA MCCARTNEY,2021春夏,女装（新）-连衣裙-迷你裙,603084SOW70,603084SOW70 6901,粉色,36,"¥3,950",1,380 ,9.62%
,1475619,STELLA MCCARTNEY,2021春夏,女装（新）-上装-T恤-T恤,603139SOW68,603139SOW68 7207,荧光黄,36,"¥4,150",1,401 ,9.66%
,1475642,STELLA MCCARTNEY,2021春夏,女装（新）-上装-圆领卫衣,603067S2249,603067S2249 9000,白色,38,"¥5,800",2,554 ,9.54%
,1475643,STELLA MCCARTNEY,2021春夏,女装（新）-上装-圆领卫衣,603067S2249,603067S2249 9000,白色,40,"¥5,800",1,558 ,9.62%
,1475689,STELLA MCCARTNEY,2021春夏,女装（新）-裤子-短裤,603226SRA36,603226SRA36 6605,橘红色,38,"¥3,650",1,350 ,9.58%
,1475690,STELLA MCCARTNEY,2021春夏,女装（新）-裤子-短裤,603226SRA36,603226SRA36 6605,橘红色,40,"¥3,650",1,350 ,9.58%
,1475701,STELLA MCCARTNEY,2021春夏,鞋靴（新）-女鞋-拖鞋-拖鞋,800361N0229,800361N0229 6643,红色,35,"¥2,600",1,257 ,9.88%
,1476945,PINKO,2021春夏,女装（新）-上装-衬衫-衬衫,1G15PD Y6WD,1G15PD Y6WD ZZ1,白色,S,"¥1,820",2,196 ,10.76%
,1477549,Dior Homme,2021春夏,男装（新）-裤子-短裤,113C110A1,113C110A1 581084,紫色/白色,46,"¥39,500",1,"5,606 ",14.19%
,1477585,SPORTMAX,2021春夏,女装（新）-上装-吊带背心-背心/吊带,23610111600,23610111600 001,白色,XS,"¥2,030",2,227 ,11.18%
,1477772,SPORTMAX,2021春夏,女装（新）-半裙-迷你半裙,71010111600,71010111600 022,蓝色,34,"¥2,140",2,237 ,11.07%
,1477792,SPORTMAX,2021春夏,女装（新）-上装-T恤-T恤,79710111600,79710111600 005,白色,S,"¥1,500",6,166 ,11.10%
,1477796,SPORTMAX,2021春夏,女装（新）-上装-T恤-T恤,79710111600,79710111600 006,黑色,XS,"¥1,500",1,168 ,11.17%
,1477797,SPORTMAX,2021春夏,女装（新）-上装-T恤-T恤,79710111600,79710111600 007,白色,M,"¥1,500",5,168 ,11.17%
,1477798,SPORTMAX,2021春夏,女装（新）-上装-T恤-T恤,79710111600,79710111600 007,白色,S,"¥1,500",16,166 ,11.09%
,1477799,SPORTMAX,2021春夏,女装（新）-上装-T恤-T恤,79710111600,79710111600 007,白色,XS,"¥1,500",6,168 ,11.17%
,1477808,SPORTMAX,2021春夏,女装（新）-上装-T恤-T恤,79710211600,79710211600 003,白色,XS,"¥1,500",1,169 ,11.28%
,1477810,SPORTMAX,2021春夏,女装（新）-上装-T恤-T恤,79710211600,79710211600 004,白色/蓝色,S,"¥1,500",3,166 ,11.07%
,1477811,SPORTMAX,2021春夏,女装（新）-上装-T恤-T恤,79710211600,79710211600 004,白色/蓝色,XS,"¥1,500",3,168 ,11.17%
,1477920,KENZO,2021春夏,女装（新）-半裙-中长款半裙,FB52JU1545AI,FB52JU1545AI 51,绿色,38,"¥4,500",2,494 ,10.98%
,1477922,KENZO,2021春夏,女装（新）-连衣裙-及膝裙,FB52RO0281PC,FB52RO0281PC 02,白色/棕色,36,"¥4,500",3,495 ,11.00%
,1477923,KENZO,2021春夏,女装（新）-连衣裙-及膝裙,FB52RO0281PC,FB52RO0281PC 02,白色/棕色,38,"¥4,500",2,493 ,10.96%
,1477924,KENZO,2021春夏,女装（新）-连衣裙-及膝裙,FB52RO0281PC,FB52RO0281PC 02,白色/棕色,40,"¥4,500",3,494 ,10.98%
,1477934,KENZO,2021春夏,男装（新）-裤子-休闲裤,FB55PA4319SA,FB55PA4319SA 49,绿色,28,"¥4,950",3,618 ,12.48%
,1477938,KENZO,2021春夏,男装（新）-裤子-休闲裤,FB55PA4319SA,FB55PA4319SA 94,灰蓝色,28,"¥4,950",4,617 ,12.47%
,1478644,IMMI,2021春夏,女装（新）-连衣裙-及膝裙,111DS076X,111DS076XBRX,棕色,000,"¥3,690",1,409 ,11.08%
,1478645,IMMI,2021春夏,女装（新）-连衣裙-及膝裙,111DS076X,111DS076XBRX,棕色,001,"¥3,690",1,409 ,11.08%
,1478663,IMMI,2021春夏,女装（新）-裤子-短裤,111SP019X,111SP019XNAX,藏青,001,"¥2,690",2,298 ,11.08%
,1478664,IMMI,2021春夏,女装（新）-裤子-短裤,111SP019X,111SP019XBRX,棕色,001,"¥2,690",3,298 ,11.08%
,1478667,IMMI,2021春夏,女装（新）-裤子-短裤,111SP019X,111SP019XBRX,棕色,000,"¥2,690",1,298 ,11.09%
,1478692,IMMI,2021春夏,女装（新）-上装-短袖上衣,111TP109X,111TP109XBRX,棕色,000,"¥2,090",1,232 ,11.08%
,1478697,MAISON KITSUNE,2021春夏,男装（新）-裤子-短裤,GM01411WC0023,GM01411WC0023 BE,卡其色,28,"¥1,700",4,200 ,11.76%
,1478808,ACLER,2021春夏,女装（新）-裤子-短裤,AL201003P,AL201003P BLACK,黑色,4,"¥2,963",1,398 ,13.42%
,1478811,ACLER,2021春夏,女装（新）-裤子-短裤,AL201003P,AL201003P NATURAL,白色,4,"¥2,963",1,398 ,13.42%
,1478813,ACLER,2021春夏,女装（新）-连衣裙-迷你裙,AL201004D,AL201004D NATURAL,白色,2,"¥4,488",7,603 ,13.43%
,1478814,ACLER,2021春夏,女装（新）-连衣裙-迷你裙,AL201004D,AL201004D NATURAL,白色,4,"¥4,488",6,603 ,13.43%
,1478839,Significant Other,2021秋冬,女装（新）-连衣裙-迷你裙,SD210143D,SD210143D IVORY,白色,6,"¥1,480",2,209 ,14.13%
,1478871,C/MEO,2021春夏,女装（新）-连衣裙-中长裙,102101146,102101146 210,胭脂粉,XXS,"¥1,690",1,181 ,10.74%
,1479108,REPRESENT,2021春夏,男装（新）-裤子-短裤,M09019-09,M09019-09 BROWNCAMO,迷彩,XS,"¥1,900",11,208 ,10.95%
,1479109,REPRESENT,2021春夏,男装（新）-裤子-短裤,M09019-09,M09019-09 BROWNCAMO,迷彩,S,"¥1,900",12,208 ,10.95%
,1479113,REPRESENT,2021春夏,男装（新）-裤子-短裤,M09019-88,M09019-88 BLACKCOTTON,黑色,XS,"¥1,900",13,208 ,10.95%
,1479118,REPRESENT,2021春夏,男装（新）-裤子-短裤,M09019-04,M09019-04 BROWN,褐色,XS,"¥1,900",12,208 ,10.95%
,1479119,REPRESENT,2021春夏,男装（新）-裤子-短裤,M09019-04,M09019-04 BROWN,褐色,S,"¥1,900",18,208 ,10.95%
,1479139,REPRESENT,2021春夏,男装（新）-裤子-短裤,M09019-01,M09019-01 BLACK,黑色,XS,"¥1,900",7,208 ,10.95%
,1479197,PS PAUL SMITH,2021春夏,男装（新）-裤子-休闲裤,M2R-959R-F20311.R,M2R-959R-F20311.R 36,军绿色,28,"¥1,350",6,170 ,12.60%
,1480272,ETRE CECILE,2021春夏,女装（新）-上装-T恤-T恤,TOLOUSE-CR-T,TOLOUSE-CR-T WHITE,白色/粉色,S,¥800,1,85 ,10.57%
,1480298,IMMI,2021春夏,女装（新）-连衣裙-及膝裙,111DS076X,111DS076XNAX,藏青,000,"¥3,690",2,438 ,11.87%
,1480299,IMMI,2021春夏,女装（新）-连衣裙-及膝裙,111DS076X,111DS076XNAX,藏青,001,"¥3,690",2,438 ,11.87%
,1480300,IMMI,2021春夏,女装（新）-连衣裙-及膝裙,111DS076X,111DS076XNAX,藏青,002,"¥3,690",1,438 ,11.87%
,1480324,IMMI,2021春夏,女装（新）-上装-短袖上衣,111TP109X,111TP109XNAX,藏青,000,"¥2,090",2,248 ,11.87%
,1481649,RED VALENTINO,2021春夏,女装（新）-连衣裙-及膝裙,VR3VAX800W7,VR3VAX800W7 U20,粉色,38,"¥5,900",2,712 ,12.06%
,1481650,RED VALENTINO,2021春夏,女装（新）-连衣裙-及膝裙,VR3VAX800W7,VR3VAX800W7 U20,粉色,40,"¥5,900",2,712 ,12.06%
,1481804,C/MEO,2021春夏,女装（新）-半裙-迷你半裙,102101064,102101064 101,白色,S,"¥1,390",1,146 ,10.49%
,1487648,Significant Other,2021秋冬,女装（新）-连衣裙-迷你裙,SL2101121D,SL2101121D CREAM,米白色,2,"¥2,140",8,323 ,15.08%
,1487649,Significant Other,2021秋冬,女装（新）-连衣裙-迷你裙,SL2101121D,SL2101121D CREAM,米白色,4,"¥2,140",15,323 ,15.08%
,1487650,Significant Other,2021秋冬,女装（新）-连衣裙-迷你裙,SL2101121D,SL2101121D CREAM,米白色,6,"¥2,140",6,323 ,15.08%
,1487651,Significant Other,2021秋冬,女装（新）-连衣裙-迷你裙,SL2101121D,SL2101121D BISCUIT TAPESTRY,黄色/白色,2,"¥2,140",6,338 ,15.78%
,1487652,Significant Other,2021秋冬,女装（新）-连衣裙-迷你裙,SL2101121D,SL2101121D BISCUIT TAPESTRY,黄色/白色,4,"¥2,140",7,338 ,15.78%
,1487653,Significant Other,2021秋冬,女装（新）-连衣裙-迷你裙,SL2101121D,SL2101121D BISCUIT TAPESTRY,黄色/白色,6,"¥2,140",4,338 ,15.78%
,1487654,Significant Other,2021秋冬,女装（新）-连衣裙-迷你裙,SL2101101D,SL2101101D CARAMEL PETAL,白色/棕色,2,"¥2,200",3,332 ,15.08%
,1487655,Significant Other,2021秋冬,女装（新）-连衣裙-迷你裙,SL2101101D,SL2101101D CARAMEL PETAL,白色/棕色,4,"¥2,200",5,332 ,15.08%
,1487656,Significant Other,2021秋冬,女装（新）-连衣裙-迷你裙,SL2101101D,SL2101101D CARAMEL PETAL,白色/棕色,6,"¥2,200",1,332 ,15.07%
,1487666,Significant Other,2021秋冬,女装（新）-半裙-迷你半裙,SR210164S,SR210164S IVORY,白色,2,"¥1,360",1,205 ,15.07%
,1487667,Significant Other,2021秋冬,女装（新）-半裙-迷你半裙,SR210164S,SR210164S IVORY,白色,4,"¥1,360",1,205 ,15.08%
,1487732,ACLER,2021秋冬,女装（新）-半裙-迷你半裙,AL210130S,AL210130S BLUE FIELDS,ACLER 蓝色碎花印花超短款女士休闲半身裙 【AL210130S BLUE FIELDS 2】,2,"¥2,912",2,422 ,14.49%
,1487733,ACLER,2021秋冬,女装（新）-半裙-迷你半裙,AL210130S,AL210130S BLUE FIELDS,蓝色,4,"¥2,912",1,422 ,14.49%
,1487749,ACLER,2021秋冬,女装（新）-连衣裙-迷你裙,AL210161D,AL210161D BLUE GOLD STRIPE,米黄色/黑色,4,"¥3,286",3,476 ,14.50%
,1487759,ACLER,2021秋冬,女装（新）-裤子-休闲裤-休闲裤,AS201061P,AS201061P CHECK,卡其色/棕色,4,"¥2,246",3,325 ,14.49%
,1487762,ACLER,2021秋冬,女装（新）-连衣裙-迷你裙,AS210179D,AS210179D CHECK,卡其色/棕色,4,"¥3,578",4,519 ,14.49%
,1487776,ACLER,2021秋冬,女装（新）-连衣裙-迷你裙,AD210190D,AD210190D ROSE PINK,粉色,2,"¥2,746",3,398 ,14.49%
,1487779,ACLER,2021秋冬,女装（新）-连衣裙-迷你裙,AL210163D,AL210163D IVORY,白色,2,"¥3,744",7,543 ,14.50%
,1487780,ACLER,2021秋冬,女装（新）-连衣裙-迷你裙,AL210163D,AL210163D IVORY,ACLER 棉质灯笼袖气质修身单排扣女士超短款长袖连衣裙 【AL210163D IVORY 4】,4,"¥3,744",7,543 ,14.50%
,1487782,ACLER,2021秋冬,女装（新）-连衣裙-迷你裙,AL210163D,AL210163D BLACK,黑色,2,"¥3,744",6,543 ,14.50%
,1487783,ACLER,2021秋冬,女装（新）-连衣裙-迷你裙,AL210163D,AL210163D BLACK,黑色,4,"¥3,744",7,543 ,14.49%
,1487784,ACLER,2021秋冬,女装（新）-连衣裙-迷你裙,AL210163D,AL210163D BLACK,黑色,6,"¥3,744",2,543 ,14.49%
,1487787,ACLER,2021秋冬,女装（新）-连衣裙-迷你裙,AL210135D,AL210135D IVORY LEMON MIX,白色/黄色,2,"¥4,576",2,663 ,14.49%
,1487788,ACLER,2021秋冬,女装（新）-连衣裙-迷你裙,AL210135D,AL210135D IVORY LEMON MIX,白色/黄色,4,"¥4,576",4,664 ,14.51%
,1488092,A COLD WALL,2021春夏,男装（新）-裤子-短裤,ACWMB045NY,ACWMB045NY BLK,黑色,S,"¥2,200",8,328 ,14.92%
,1488094,A COLD WALL,2021春夏,男装（新）-裤子-短裤,ACWMB045NY,ACWMB045NY FL,灰色,L,"¥2,200",4,328 ,14.90%
,1488095,A COLD WALL,2021春夏,男装（新）-裤子-短裤,ACWMB045NY,ACWMB045NY FL,灰色,M,"¥2,200",6,328 ,14.92%
,1488096,A COLD WALL,2021春夏,男装（新）-裤子-短裤,ACWMB045NY,ACWMB045NY FL,灰色,S,"¥2,200",8,328 ,14.92%
,1488099,A COLD WALL,2021春夏,男装（新）-裤子-运动裤,ACWMB046NY,ACWMB046NY BLK,黑色,M,"¥2,600",4,395 ,15.20%
,1488100,A COLD WALL,2021春夏,男装（新）-裤子-运动裤,ACWMB046NY,ACWMB046NY BLK,黑色,S,"¥2,600",5,395 ,15.21%
